kode_univ,kode_prodi,nama_prodi,jenjang,daya_tampung_2023,peminat_2018,peminat_2019,peminat_2020,peminat_2021,peminat_2022,daya_tampung_2018,daya_tampung_2019,daya_tampung_2020,daya_tampung_2021,daya_tampung_2022
192,192008,ARSITEKTUR,Sarjana,70,375,285,100,107,123,88,88,88,88,88
192,192009,TEKNIK LINGKUNGAN,Sarjana,70,439,248,262,184,193,73,88,88,88,88
192,192010,TEKNIK GEOLOGI,Sarjana,47,211,95,112,69,150,58,59,59,59,59
192,192011,MATEMATIKA,Sarjana,47,198,123,139,125,91,58,59,59,59,59
192,192012,TEKNIK MESIN,Sarjana,54,255,190,179,193,194,58,59,59,59,68
192,192013,BIOLOGI,Sarjana,35,257,103,126,101,171,58,44,44,44,44
192,192014,TEKNIK INDUSTRI,Sarjana,70,501,343,367,337,406,88,88,88,88,88
192,192015,FARMASI,Sarjana,70,1060,723,843,942,1182,58,73,73,88,88
192,192016,TEKNIK KIMIA,Sarjana,59,172,160,226,202,209,58,59,59,73,73
192,192017,KIMIA,Sarjana,47,104,101,121,82,75,58,59,59,59,59
192,192018,TEKNIK FISIKA,Sarjana,30,44,36,55,34,32,58,59,59,44,33
192,192019,TEKNIK KELAUTAN,Sarjana,47,132,86,139,46,92,58,59,59,59,59
192,192020,SAINS ATMOSFIR DAN KEPLANETAN,Sarjana,47,107,80,112,64,97,58,59,59,59,59
192,192021,TEKNIK BIOSISTEM,Sarjana,47,96,63,88,53,69,58,44,59,59,59
311,311001,TEKNIK MESIN,Sarjana,40,374,231,227,375,398,32,36,24,24,30
311,311002,TEKNIK ELEKTRO,Sarjana,40,490,253,261,442,389,32,36,24,24,30
311,311003,TEKNIK INDUSTRI,Sarjana,40,839,498,487,1062,1078,32,36,24,24,30
311,311004,TEKNIK METALURGI,Sarjana,40,387,206,194,240,362,32,36,24,24,30
311,311005,TEKNIK KIMIA,Sarjana,40,525,284,273,413,361,32,36,24,24,30
311,311006,TEKNIK SIPIL,Sarjana,40,736,353,321,516,447,32,24,24,24,30
311,311007,AGRIBISNIS,Sarjana,70,841,558,518,797,785,60,60,48,48,60
311,311008,AGROEKOTEKNOLOGI,Sarjana,60,560,400,353,406,389,60,60,40,40,50
311,311009,ILMU PERIKANAN,Sarjana,50,294,152,180,195,186,40,36,32,32,40
311,311010,PENDIDIKAN BIOLOGI,Sarjana,40,677,347,324,447,444,48,36,24,24,30
311,311011,PENDIDIKAN MATEMATIKA,Sarjana,40,709,388,413,424,346,48,36,24,24,30
311,311012,PENDIDIKAN VOKASIONAL TEKNIK ELEKTRO,Sarjana,20,69,42,32,64,67,16,24,16,16,20
311,311013,PENDIDIKAN VOKASIONAL TEKNIK MESIN,Sarjana,20,66,39,32,54,74,16,24,16,16,20
311,311014,PENDIDIKAN FISIKA,Sarjana,20,186,121,146,152,144,16,24,16,16,20
311,311015,PENDIDIKAN KIMIA,Sarjana,30,225,139,149,192,155,16,24,16,16,20
311,311016,PENDIDIKAN IPA,Sarjana,20,181,130,171,163,262,16,24,16,16,20
311,311017,TEKNOLOGI PANGAN,Sarjana,40,307,247,343,479,539,20,36,24,24,30
311,311024,HUKUM,Sarjana,150,1091,555,589,1213,1229,160,120,80,80,110
311,311025,MANAJEMEN,Sarjana,45,2043,1098,1187,1786,2003,56,42,36,32,35
311,311026,AKUNTANSI,Sarjana,45,1376,673,721,1201,1023,56,42,36,32,35
311,311027,EKONOMI PEMBANGUNAN,Sarjana,30,322,267,265,291,316,32,24,24,24,22
311,311028,ADMINISTRASI PUBLIK,Sarjana,60,1220,733,568,1130,1095,64,48,32,32,50
311,311029,ILMU KOMUNIKASI,Sarjana,70,1474,800,910,1433,2111,64,60,40,40,60
311,311030,PENDIDIKAN NON FORMAL,Sarjana,30,189,98,97,112,106,54,36,24,24,30
311,311031,PENDIDIKAN BAHASA INDONESIA,Sarjana,40,670,407,385,592,549,54,36,24,24,30
311,311032,PENDIDIKAN BAHASA INGGRIS,Sarjana,40,796,338,367,675,655,54,36,24,24,30
311,311033,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,30,1033,531,550,738,811,54,36,24,24,30
311,311034,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,Sarjana,30,211,103,118,233,258,36,24,16,16,30
311,311035,EKONOMI SYARIAH,Sarjana,30,374,156,210,337,419,16,12,18,16,17
311,311036,PENDIDIKAN SOSIOLOGI,Sarjana,20,415,300,279,352,389,18,24,16,16,20
311,311037,PENDIDIKAN SEJARAH,Sarjana,20,183,171,169,203,200,18,24,16,16,20
311,311038,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,20,152,114,142,104,194,18,24,16,16,20
311,311039,PENDIDIKAN SENI PERTUNJUKAN,Sarjana,20,50,28,48,37,23,18,24,16,16,20
311,311040,BIMBINGAN DAN KONSELING,Sarjana,20,589,330,427,727,779,18,24,16,16,20
311,311041,PENDIDIKAN KHUSUS,Sarjana,20,131,77,77,104,89,18,24,16,16,20
311,311042,ILMU PEMERINTAHAN,Sarjana,50,493,267,251,517,592,48,36,16,24,40
321,321001,PENDIDIKAN DOKTER,Sarjana,50,1430,1270,1253,1189,1242,54,54,36,36,36
321,321002,PENDIDIKAN DOKTER GIGI,Sarjana,31,600,452,472,323,344,39,36,24,22,22
321,321003,MATEMATIKA,Sarjana,20,489,354,284,218,176,24,21,14,14,14
321,321004,FISIKA,Sarjana,28,294,226,205,116,93,33,30,20,20,20
321,321005,KIMIA,Sarjana,28,355,281,254,155,126,33,30,20,20,20
321,321006,BIOLOGI,Sarjana,28,359,279,290,150,187,33,30,20,20,20
321,321007,FARMASI,Sarjana,30,783,493,455,370,370,39,39,16,18,18
321,321008,GEOGRAFI,Sarjana,28,239,234,214,129,121,33,30,20,20,20
321,321009,TEKNIK SIPIL,Sarjana,36,685,403,376,275,247,26,27,18,18,18
321,321010,TEKNIK MESIN,Sarjana,33,341,233,221,167,158,27,24,16,16,16
321,321011,TEKNIK ELEKTRO,Sarjana,40,380,240,318,249,214,26,30,24,20,20
321,321012,TEKNIK METALURGI & MATERIAL,Sarjana,36,368,260,233,164,197,27,27,18,20,20
321,321013,ARSITEKTUR,Sarjana,26,573,387,339,328,259,17,18,12,10,12
321,321014,TEKNIK KIMIA,Sarjana,34,548,333,300,220,191,28,27,18,18,18
321,321015,ILMU KEPERAWATAN,Sarjana,42,532,377,347,373,364,60,36,30,30,30
321,321016,ILMU KOMPUTER,Sarjana,48,740,599,616,693,684,39,45,30,30,30
321,321017,ILMU KESEHATAN MASYARAKAT,Sarjana,42,791,663,580,440,370,45,45,30,30,30
321,321018,TEKNIK INDUSTRI,Sarjana,47,701,505,512,451,382,29,36,20,22,22
321,321019,TEKNIK PERKAPALAN,Sarjana,22,185,118,152,91,90,18,18,12,12,12
321,321020,TEKNIK LINGKUNGAN,Sarjana,25,337,283,280,174,193,18,21,14,14,14
321,321021,TEKNIK KOMPUTER,Sarjana,25,418,266,247,229,275,24,24,16,16,16
321,321022,SISTEM INFORMASI,Sarjana,48,749,601,672,586,621,39,45,30,30,30
321,321023,ARSITEKTUR INTERIOR,Sarjana,14,511,302,267,250,191,15,15,10,10,10
321,321024,TEKNOLOGI BIOPROSES,Sarjana,14,369,227,252,168,114,18,18,12,12,12
321,321025,GIZI,Sarjana,13,691,451,367,274,249,18,18,12,14,13
321,321026,KESEHATAN LINGKUNGAN,Sarjana,12,242,202,199,140,163,15,15,10,12,11
321,321027,KESELAMATAN DAN KESEHATAN KERJA,Sarjana,12,355,247,252,164,228,15,15,10,12,12
321,321028,GEOFISIKA,Sarjana,17,239,180,160,78,108,26,21,12,12,12
321,321029,GEOLOGI,Sarjana,17,279,159,194,99,129,27,21,12,12,12
321,321030,STATISTIKA,Sarjana,17,445,363,320,244,199,20,18,12,12,12
321,321031,AKTUARIA,Sarjana,17,939,526,410,287,270,12,15,12,12,12
321,321032,TEKNIK BIOMEDIS,Sarjana,9,396,305,182,143,172,12,12,8,8,8
321,321033,ILMU HUKUM,Sarjana,110,1615,1209,1237,1102,1006,75,126,60,60,60
321,321034,ARKEOLOGI INDONESIA,Sarjana,16,207,141,172,125,106,17,18,15,15,12
321,321035,ILMU SEJARAH,Sarjana,16,229,154,195,121,149,17,18,15,15,12
321,321036,ILMU PSIKOLOGI,Sarjana,66,1592,999,1062,963,951,60,60,36,36,38
321,321037,ILMU KOMUNIKASI,Sarjana,36,1288,786,805,626,696,30,30,16,14,20
321,321038,ILMU POLITIK,Sarjana,16,337,263,301,223,228,15,16,18,16,16
321,321039,ILMU ADMINISTRASI NEGARA,Sarjana,36,745,404,359,242,338,21,21,14,14,26
321,321040,KRIMINOLOGI,Sarjana,12,710,539,511,536,566,27,18,18,18,18
321,321041,SOSIOLOGI,Sarjana,16,477,349,305,234,248,24,20,16,16,16
321,321042,ILMU KESEJAHTERAAN SOSIAL,Sarjana,16,532,418,380,271,262,24,18,16,16,16
321,321043,ANTROPOLOGI SOSIAL,Sarjana,16,391,267,246,194,149,24,18,12,12,8
321,321044,ILMU EKONOMI,Sarjana,39,595,317,348,317,295,24,30,24,24,24
321,321045,ILMU ADMINISTRASI NIAGA,Sarjana,36,452,367,356,309,339,21,21,19,18,26
321,321046,ILMU ADMINISTRASI FISKAL,Sarjana,36,496,358,310,228,292,24,21,13,12,26
321,321047,MANAJEMEN,Sarjana,71,1812,1102,1100,981,912,59,63,36,36,36
321,321048,AKUNTANSI,Sarjana,63,1742,975,959,733,694,59,59,40,40,40
321,321049,ILMU HUBUNGAN INTERNASIONAL,Sarjana,12,1181,770,742,488,444,18,17,12,11,12
321,321050,ILMU PERPUSTAKAAN,Sarjana,16,435,335,273,148,156,12,18,11,9,9
321,321051,ILMU FILSAFAT,Sarjana,16,149,144,164,130,116,17,18,15,15,12
321,321052,SASTRA INDONESIA,Sarjana,16,362,217,238,148,168,17,18,15,15,12
321,321053,SASTRA DAERAH UNTUK SASTRA JAWA,Sarjana,16,82,66,74,43,38,17,15,13,15,12
321,321054,SASTRA JEPANG,Sarjana,16,418,259,229,189,172,12,15,9,9,9
321,321055,SASTRA CINA,Sarjana,16,217,162,141,128,146,12,15,9,9,9
321,321056,SASTRA ARAB,Sarjana,16,346,277,252,157,154,12,15,9,9,9
321,321057,SASTRA PERANCIS,Sarjana,11,260,131,139,86,85,12,11,8,6,6
321,321058,SASTRA INGGRIS,Sarjana,16,696,427,367,244,275,12,15,9,9,9
321,321059,SASTRA JERMAN,Sarjana,11,260,192,177,89,76,12,15,9,6,6
321,321060,SASTRA BELANDA,Sarjana,16,180,133,136,67,74,12,15,9,6,6
321,321061,SASTRA RUSIA,Sarjana,16,145,129,106,115,67,17,15,13,15,12
321,321062,BAHASA DAN KEBUDAYAAN KOREA,Sarjana,11,654,363,328,279,237,12,11,8,6,6
321,321063,ILMU EKONOMI ISLAM,Sarjana,12,328,188,169,130,197,12,12,10,10,10
321,321064,BISNIS ISLAM,Sarjana,12,396,206,200,137,187,12,13,10,10,10
322,322001,SOSIAL EKONOMI PERTANIAN / AGRIBISNIS,Sarjana,36,833,472,408,454,351,63,39,30,30,36
322,322002,TEKNIK INFORMATIKA,Sarjana,36,1170,775,701,689,728,46,39,30,30,36
322,322003,SISTEM INFORMASI,Sarjana,30,553,455,713,485,567,53,39,30,30,30
322,322004,MATEMATIKA,Sarjana,24,330,261,204,197,133,39,24,24,24,24
322,322005,BIOLOGI,Sarjana,24,520,376,333,206,236,46,36,18,18,23
322,322006,KIMIA,Sarjana,36,339,304,283,210,160,46,36,36,36,36
322,322007,FISIKA,Sarjana,24,203,167,134,114,87,46,30,24,24,24
322,322008,KESEHATAN MASYARAKAT,Sarjana,33,1074,709,1009,542,537,42,36,36,32,33
322,322009,FARMASI,Sarjana,33,931,669,1068,803,811,39,33,33,32,33
322,322010,ILMU KEPERAWATAN,Sarjana,33,645,467,1067,892,893,35,30,30,30,33
322,322011,PENDIDIKAN DOKTER,Sarjana,24,872,841,742,575,647,39,30,33,30,24
322,322012,PENDIDIKAN MATEMATIKA,Sarjana,32,401,305,349,221,187,39,29,32,25,30
322,322014,PENDIDIKAN KIMIA,Sarjana,32,205,140,190,103,91,39,29,27,25,30
322,322016,TEKNIK PERTAMBANGAN,Sarjana,24,158,86,111,125,203,14,12,18,18,24
322,322017,AKUNTANSI,Sarjana,48,1309,803,928,810,601,48,53,48,48,48
322,322020,ILMU EKONOMI DAN STUDI PEMBANGUNAN,Sarjana,36,845,456,501,425,414,48,24,36,36,36
322,322021,ILMU HUBUNGAN INTERNASIONAL,Sarjana,36,593,400,455,499,437,42,36,36,36,36
322,322022,ILMU HUKUM,Sarjana,48,645,363,443,332,437,42,36,36,36,48
322,322023,ILMU PERPUSTAKAAN,Sarjana,42,835,646,657,489,449,56,48,42,42,42
322,322026,MANAJEMEN,Sarjana,48,2350,1211,1550,1560,1115,48,36,48,48,48
322,322028,ILMU POLITIK,Sarjana,36,299,213,260,303,313,28,24,36,36,36
322,322030,KESEJAHTERAAN SOSIAL,Sarjana,36,769,589,583,432,363,44,36,36,36,36
322,322031,PSIKOLOGI,Sarjana,60,1340,939,1059,1390,1235,81,60,60,60,80
322,322044,SOSIOLOGI,Sarjana,36,659,467,556,526,453,28,24,36,36,36
322,322045,BAHASA DAN SASTRA INGGRIS,Sarjana,42,984,628,579,610,457,56,48,42,42,42
323,323001,PENDIDIKAN MATEMATIKA,Sarjana,20,575,342,304,273,288,12,8,11,20,20
323,323002,PENDIDIKAN FISIKA,Sarjana,20,288,166,147,102,126,24,16,22,20,20
323,323003,PENDIDIKAN KIMIA,Sarjana,20,400,218,184,120,121,24,16,22,20,20
323,323004,PENDIDIKAN BIOLOGI,Sarjana,20,584,381,356,257,266,24,16,22,20,20
323,323005,MATEMATIKA,Sarjana,20,447,266,196,200,247,12,8,11,10,20
323,323006,FISIKA,Sarjana,20,199,151,132,153,109,12,16,22,20,20
323,323007,KIMIA,Sarjana,20,325,166,202,250,241,12,9,22,20,20
323,323008,BIOLOGI,Sarjana,20,537,337,300,372,324,24,16,22,20,20
323,323009,PENDIDIKAN VOKASIONAL TEKNIK ELEKTRO,Sarjana,15,325,184,136,195,191,12,12,17,18,15
323,323010,PENDIDIKAN VOKASIONAL TEKNIK MESIN,Sarjana,20,484,323,171,154,154,18,18,25,23,23
323,323011,PENDIDIKAN VOKASIONAL KONSTRUKSI  BANGUNAN,Sarjana,20,301,166,206,203,164,24,17,24,23,20
323,323012,ILMU KEOLAHRAGAAN,Sarjana,15,77,35,40,32,52,9,12,17,20,20
323,323013,PENDIDIKAN INFORMATIKA,Sarjana,15,938,574,553,417,430,24,18,22,23,20
323,323014,PENDIDIKAN VOKASIONAL TEKNIK ELEKTRONIKA,Sarjana,20,284,138,126,156,137,24,16,22,20,20
323,323015,ILMU KOMPUTER,Sarjana,20,331,159,197,673,666,12,8,11,10,10
323,323016,STATISTIKA,Sarjana,20,441,257,262,304,287,12,8,11,10,10
323,323017,REKAYASA KESELAMATAN KEBAKARAN,Sarjana,10,66,91,114,106,97,12,8,11,10,10
323,323020,TEKNOLOGI PENDIDIKAN,Sarjana,20,523,277,270,271,428,24,16,22,20,20
323,323021,PENDIDIKAN KHUSUS,Sarjana,23,322,229,228,185,119,24,24,22,30,12
323,323022,MANAJEMEN PENDIDIKAN,Sarjana,24,1100,603,781,691,481,24,16,33,23,23
323,323023,PENDIDIKAN MASYARAKAT,Sarjana,24,334,254,271,270,294,24,16,22,23,20
323,323024,PEND. GURU PAUD,Sarjana,18,595,278,356,367,500,24,16,33,30,40
323,323025,BIMBINGAN & KONSELING,Sarjana,18,1265,582,680,678,632,24,16,22,20,15
323,323026,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,30,2319,1401,1363,1446,1321,48,48,66,75,56
323,323027,PSIKOLOGI,Sarjana,40,2829,1651,1669,2407,2239,48,32,42,50,60
323,323028,PENDIDIKAN BAHASA INDONESIA,Sarjana,19,867,439,384,459,333,18,10,15,23,15
323,323029,SASTRA INDONESIA,Sarjana,28,705,411,343,411,425,23,12,15,18,23
323,323030,PENDIDIKAN BAHASA INGGRIS,Sarjana,13,836,423,442,422,425,9,10,13,19,19
323,323031,SASTRA INGGRIS,Sarjana,19,1307,648,618,744,673,15,10,13,13,13
323,323032,PENDIDIKAN BAHASA PRANCIS,Sarjana,20,150,89,80,61,122,18,9,13,8,10
323,323033,PENDIDIKAN BAHASA JERMAN,Sarjana,13,188,127,87,135,130,15,10,13,13,13
323,323034,PENDIDIKAN BAHASA ARAB,Sarjana,25,857,498,444,336,235,34,24,25,25,25
323,323035,PENDIDIKAN BAHASA JEPANG,Sarjana,20,484,277,257,364,364,12,10,13,19,18
323,323036,PENDIDIKAN TARI,Sarjana,15,101,60,82,83,62,18,10,15,13,13
323,323037,PENDIDIKAN MUSIK,Sarjana,13,120,46,65,52,62,18,10,13,13,15
323,323038,PENDIDIKAN SENI RUPA,Sarjana,18,137,65,80,167,131,18,12,18,18,18
323,323039,PENDIDIKAN PANCASILA & KEWARGANEGARAAN,Sarjana,20,470,247,255,203,195,36,16,22,20,20
323,323040,PENDIDIKAN GEOGRAFI,Sarjana,23,608,391,311,171,217,24,16,22,20,23
323,323041,PENDIDIKAN SEJARAH,Sarjana,20,464,283,286,234,238,24,16,22,20,20
323,323042,PENDIDIKAN AGAMA ISLAM,Sarjana,23,1672,842,781,838,619,24,16,22,20,21
323,323043,SOSIOLOGI,Sarjana,18,865,568,503,568,570,24,16,20,20,24
323,323044,PENDIDIKAN SOSIOLOGI,Sarjana,18,628,419,355,266,318,24,16,22,20,20
323,323045,PENDIDIKAN VOKASIONAL KESEJAHTERAAN KELUARGA,Sarjana,15,255,164,197,184,152,18,16,22,15,15
323,323046,PENDIDIKAN JASMANI,Sarjana,40,217,99,134,134,126,24,16,22,30,30
323,323047,PENDIDIKAN KEPELATIHAN  OLAHRAGA,Sarjana,30,169,77,75,80,75,18,16,11,23,23
323,323048,PENDIDIKAN EKONOMI,Sarjana,30,1100,572,489,546,615,40,24,33,30,40
323,323049,MANAJEMEN,Sarjana,40,4611,2130,2158,3833,3566,22,15,20,30,40
323,323050,AKUNTANSI,Sarjana,30,2850,1300,1238,1698,1390,22,15,20,30,30
323,323051,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,Sarjana,18,508,324,294,268,210,24,16,22,20,20
323,323052,PENDIDIKAN VOKASIONAL SENI KULINER,Sarjana,15,901,618,597,835,732,18,16,17,15,13
323,323053,PENDIDIKAN VOKASIONAL DESAIN FASHION,Sarjana,15,653,370,417,528,416,12,12,17,13,10
323,323054,PENDIDIKAN VOKASIONAL TATA RIAS,Sarjana,10,708,408,455,436,361,12,12,17,10,10
323,323055,PENDIDIKAN BISNIS,Sarjana,20,728,394,414,515,476,27,16,22,20,20
323,323056,PENDIDIKAN BAHASA MANDARIN,Sarjana,25,102,72,78,85,94,8,5,8,7,6
323,323057,PENDIDIKAN ADMINISTRASI PERKANTORAN,Sarjana,20,1224,572,691,930,860,27,16,22,20,20
323,323058,OLAHRAGA REKREASI,Sarjana,15,48,12,35,43,37,12,8,22,20,20
323,323059,KEPELATIHAN KECABANGAN OLAHRAGA,Sarjana,15,81,48,71,66,67,12,12,22,10,20
323,323060,ILMU KOMUNIKASI,Sarjana,15,2110,1393,1508,2079,1928,12,16,20,19,18
324,324001,TEKNIK MESIN,Sarjana,21,587,306,260,214,224,30,21,21,21,21
324,324002,TEKNIK PERKAPALAN,Sarjana,14,232,94,143,58,89,18,14,14,14,14
324,324003,TEKNIK INDUSTRI,Sarjana,21,844,457,453,412,434,30,21,21,21,21
324,324004,INFORMATIKA,Sarjana,35,1307,720,745,823,918,42,30,30,35,35
324,324005,SISTEM INFORMASI,Sarjana,35,1012,533,767,913,950,42,30,30,35,35
324,324006,KEDOKTERAN,Sarjana,44,1033,857,846,816,1121,45,30,30,30,44
324,324007,KEPERAWATAN,Sarjana,26,1116,807,823,921,983,33,16,24,28,28
324,324008,KESEHATAN MASYARAKAT,Sarjana,32,1438,831,843,818,748,53,28,32,28,28
324,324009,GIZI,Sarjana,20,1393,752,1037,677,658,33,21,21,21,21
324,324013,MANAJEMEN,Sarjana,56,3219,1918,1815,1339,1281,93,56,52,56,56
324,324014,AKUNTANSI,Sarjana,48,1831,1054,1076,848,903,70,48,44,48,48
324,324015,HUBUNGAN INTERNASIONAL,Sarjana,48,1132,644,645,745,742,66,32,40,48,48
324,324016,ILMU KOMUNIKASI,Sarjana,64,2773,2006,1876,2431,2217,92,64,56,64,64
324,324017,HUKUM,Sarjana,96,1261,763,761,993,1019,116,64,60,70,96
324,324018,EKONOMI PEMBANGUNAN,Sarjana,24,508,401,353,505,551,18,16,16,24,24
324,324019,EKONOMI SYARIAH,Sarjana,16,542,357,325,279,265,18,16,16,16,16
324,324020,ILMU POLITIK,Sarjana,40,398,321,351,435,553,40,24,32,40,40
331,331001,AGROTEKNOLOGI,Sarjana,53,799,467,410,370,380,63,44,43,37,51
331,331002,TEKNIK INDUSTRI,Sarjana,63,1198,766,671,885,739,70,61,45,52,36
331,331003,TEKNIK MESIN,Sarjana,42,623,304,266,507,482,70,61,25,35,54
331,331004,TEKNIK ELEKTRO,Sarjana,42,459,273,268,257,328,70,44,38,26,27
331,331005,INFORMATIKA,Sarjana,63,1491,965,916,1087,1126,77,61,45,45,54
331,331006,PEND. MATEMATIKA,Sarjana,63,725,487,386,316,283,77,53,45,45,54
331,331007,AGRIBISNIS,Sarjana,42,501,305,299,329,378,49,35,35,27,36
331,331008,FARMASI,Sarjana,25,613,481,478,706,1058,32,26,15,17,21
331,331014,ILMU HUKUM,Sarjana,84,681,410,508,558,638,77,70,60,60,72
331,331015,MANAJEMEN,Sarjana,84,2167,1278,1249,1563,1514,84,70,53,60,84
331,331016,AKUNTANSI,Sarjana,81,1292,712,799,912,945,70,61,53,59,71
331,331017,PENDIDIKAN MASYARAKAT,Sarjana,37,181,94,105,80,103,42,26,26,26,32
331,331018,PEND. BAHASA INGGRIS,Sarjana,61,696,357,355,305,329,84,61,53,45,53
331,331019,"PEND. JASMANI, KESEHATAN DAN REKREASI",Sarjana,61,118,56,76,71,71,84,61,53,50,53
331,331020,PEND. BAHASA DAN SASTRA INDONESIA,Sarjana,53,786,415,406,359,365,77,53,44,33,45
331,331021,ILMU PEMERINTAHAN,Sarjana,61,1010,538,523,440,487,67,53,44,50,53
331,331022,ILMU KOMUNIKASI,Sarjana,61,1234,720,936,831,852,67,53,44,50,53
332,332001,FAK. ILMU DAN TEKNOLOGI KEBUMIAN (FITB),Sarjana,166,1093,824,606,444,562,168,112,98,114,166
332,332002,FAK. TEKNIK PERTAMB. & PERMINYAKAN (FTTM),Sarjana,146,2028,1414,1177,1019,907,198,136,120,135,146
332,332004,FAKULTAS TEKNIK SIPIL & LINGKUNGAN (FTSL)  - KAMPUS GANESA,Sarjana,140,1837,1230,1107,788,600,204,136,119,125,140
332,332005,SEKOLAH FARMASI (SF),Sarjana,67,895,585,527,595,670,90,60,52,60,67
332,332006,SEKOLAH ILMU & TEKNO. HAYATI - PROG. SAINS,Sarjana,74,504,426,366,288,310,72,64,42,42,67
332,332008,FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS GANESA,Sarjana,156,1939,1511,1243,1057,889,210,144,126,128,145
332,332009,FAKULTAS TEKNIK MESIN & DIRGANTARA (FTMD),Sarjana,123,1624,1055,1053,754,548,180,120,105,109,123
332,332010,"SEK. ARSITEKTUR, PERENC & PENGEMB KEBIJAKAN",Sarjana,81,1475,960,816,829,709,114,68,59,79,81
332,332012,SEKOLAH ILMU & TEKNO HAYATI - PROG REKAYASA,Sarjana,151,820,560,457,327,454,120,80,70,123,148
332,332013,FAKULTAS TEKNIK SIPIL DAN LINGKUNGAN (FTSL) - KAMPUS JATINANGOR,Sarjana,60,403,254,257,158,332,48,32,28,36,60
332,332014,FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS JATINANGOR,Sarjana,60,390,222,209,190,477,48,32,28,34,60
332,332015,FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS CIREBON,Sarjana,30,164,92,199,125,331,15,20,17,18,30
332,332016,"SEK. ARSITEKTUR, PERENC & PENGEMB KEBIJAKAN (SAPPK) - KAMPUS CIREBON",Sarjana,30,184,151,163,143,243,21,14,12,14,30
332,332023,FAKULTAS SENIRUPA DAN DESAIN (FSRD),Sarjana,111,1172,998,925,995,887,100,75,87,99,80
332,332024,SEKOLAH BISNIS DAN MANAJEMEN (SBM),Sarjana,84,2479,1470,1340,1464,1108,192,96,98,85,84
332,332025,FAKULTAS SENIRUPA DAN DESAIN (FSRD) - KAMPUS CIREBON,Sarjana,22,125,44,56,53,54,12,9,10,18,30
333,333001,PENDIDIKAN DOKTER,Sarjana,58,3551,2033,1591,1999,1864,100,75,50,63,52
333,333002,MATEMATIKA,Sarjana,22,984,562,446,445,331,40,25,20,25,20
333,333003,KIMIA,Sarjana,22,1020,546,440,451,379,40,25,20,25,20
333,333004,FISIKA,Sarjana,18,531,305,202,198,131,32,20,16,24,16
333,333005,BIOLOGI,Sarjana,27,1014,535,443,609,387,48,30,24,36,24
333,333006,STATISTIKA,Sarjana,22,1222,883,677,827,495,36,25,20,25,20
333,333007,AGROTEKNOLOGI,Sarjana,88,1991,1336,1073,986,679,100,75,75,75,100
333,333008,AGRIBISNIS,Sarjana,33,1580,886,727,783,538,50,30,32,33,38
333,333009,PENDIDIKAN DOKTER GIGI,Sarjana,25,1677,898,767,749,732,60,35,22,28,22
333,333010,ILMU PETERNAKAN,Sarjana,78,1283,847,774,749,615,128,100,120,120,105
333,333011,PERIKANAN,Sarjana,44,693,423,372,447,291,72,40,48,48,40
333,333012,ILMU KEPERAWATAN,Sarjana,44,3149,2007,1815,1961,2531,60,40,40,40,60
333,333013,ILMU KELAUTAN,Sarjana,28,836,429,323,438,310,28,25,24,30,24
333,333014,TEKNOLOGI  PANGAN,Sarjana,31,1791,1094,794,748,723,48,30,24,24,49
333,333015,TEKNIK PERTANIAN,Sarjana,27,771,430,323,323,317,40,25,24,30,36
333,333016,FARMASI,Sarjana,39,3584,2224,1810,2302,2116,64,40,32,30,36
333,333017,TEKNIK GEOLOGI,Sarjana,40,1114,700,510,542,556,64,40,32,35,36
333,333018,PSIKOLOGI,Sarjana,42,3347,2197,2276,2292,2041,64,40,50,34,38
333,333019,GEOFISIKA,Sarjana,14,475,266,207,192,212,24,15,12,15,12
333,333020,TEKNIK INFORMATIKA,Sarjana,22,2471,1446,1331,2010,1762,28,20,16,20,20
333,333021,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,18,559,265,290,216,342,24,15,12,18,28
333,333022,TEKNIK ELEKTRO,Sarjana,14,794,359,376,462,346,20,15,12,15,12
333,333023,KEDOKTERAN HEWAN,Sarjana,13,304,177,159,215,315,20,15,10,13,16
333,333033,ILMU HUKUM,Sarjana,99,2482,1474,1272,1669,1619,152,100,80,93,135
333,333034,AKUNTANSI,Sarjana,30,2693,1355,1087,1605,1151,48,34,27,34,27
333,333035,ILMU EKONOMI,Sarjana,27,1045,512,354,574,567,48,20,20,24,24
333,333036,MANAJEMEN,Sarjana,27,3496,1632,1532,2642,2274,48,20,20,24,25
333,333037,ADMINISTRASI PUBLIK,Sarjana,16,1751,901,599,644,667,40,25,16,20,21
333,333038,ILMU HUBUNGAN INTERNASIONAL,Sarjana,27,1847,980,917,1238,1043,48,30,24,30,36
333,333039,ILMU KESEJAHTERAAN SOSIAL,Sarjana,14,1154,744,493,636,406,32,20,12,15,18
333,333040,ILMU PEMERINTAHAN,Sarjana,16,1201,671,489,692,455,36,25,16,20,21
333,333041,ANTROPOLOGI,Sarjana,9,488,330,246,354,275,20,15,10,13,12
